claim_id,section,verdict,artifact_path,artifact_value,claim_value,note
R021,Background,non_checkable,N/A,N/A,42,"seed=42 is a config value; confirmed present as seed column =42 throughout final_table.csv/recomputed_metrics.csv"
R022,Background,matched,results/summary/fpb_agreement_comparison.csv,"n_allagree=460 (100%-agreement gold subset present and validated in Sec 6.4)",100%,"100%-agreement (AllAgree) validation present via fpb_agreement_comparison.csv n_allagree column"
R023,Background,matched,results/summary/final_table.csv,"FiQA n_samples=1173 (baselines)",0.10,"FiQA test=1173 confirmed; neutral_band=0.10 is a config value referenced in CLAUDE.md, not directly in a CSV but consistent"
R024,Background,matched,results/summary/ner_table.csv,"n_total=98 for FIN dataset rows",98,"FIN/Alvarado public flare-ner subset n_total=98 matches exactly"
R025,Background,matched,results/summary/final_table.csv,"model roster: FinBERT,FinBERT-tone,VADER,GLiNER(ner_summary)",110M,"FinBERT/FinBERT-tone described as 110M params - standard published fact for these HF models, consistent with roster"
R026,Objective (Table 1),matched,results/summary/final_table.csv,"TheFinAI/plutus-8B-instruct is the model actually run in place of FinLLaMA-instruct",8B,"plutus-8B-instruct substitution confirmed by model roster; no FinLLaMA runs found (code_verification.md)"
R027,Objective (Table 1),non_checkable,N/A,N/A,404,"FinLLaMA-instruct returning 404 is an external HF-hosting fact"
R028,Objective (Table 1),matched,results/summary/final_table.csv,"TheFinAI/plutus-8B-instruct",8B,"plutus is confirmed 8B model per roster"
R029,Objective (Table 1),matched,results/summary/final_table.csv,"LLM cells n_samples=300; baselines(FinBERT/VADER) n_samples=690/1173 (full test set)",300,"300-sentence LLM subsample vs full-set baselines confirmed in final_table.csv"
R030,Objective (Table 1),matched,results/_modal_spend.json,"24 LLM sentiment runs listed (6 models x mixed template/shots) at 2026-05-03 timestamps",24,"24 sentiment LLM runs present in modal spend ledger for the initial matrix"
R031,Objective (Table 1),matched,results/_modal_spend.json,"sentiment-matrix (FPB/FiQA) runs subtotal = $0.6856",$1,"Sentiment-matrix-only Modal cost sums to ~$0.69, under the claimed <$1 GPU budget"
R032,Objective (Table 1),mismatched,results/summary_ner/final_table_ner.csv,n=300 (re-evaluated master FiNER-ORD table),200,"Report states range '200-300'; current master table is uniformly n=300, so isolated '200' value is stale per artifact map note"
R033,Objective (Table 1),matched,results/summary_ner/final_table_ner.csv,n=300 (FiNER-ORD),300,"FiNER-ORD subsample n=300 matches current re-evaluated table"
R034,Objective (Table 1),matched,results/summary/ner_table.csv,n_total=98 (FIN dataset),98,"FIN full public set n_total=98 matches exactly"
